LinkIndec,Region Macro,Region Micro,Provincia,Partido,Localidad,Conectividad,Accesos (Conec),Latitud,Longitud
6854100,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,563,-35.4324152,-60.171624
6854100,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,4600,-35.4324152,-60.171624
6854100,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,4,-35.4324152,-60.171624
6854100,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,818,-35.4324152,-60.171624
6854100,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,727,-35.4324152,-60.171624
6854010,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Agustin Mosconi,SATELITAL,6,-35.7403278,-60.5572213
6854020,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Del Valle,ADSL,181,-35.8994407,-60.7304582
6854020,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Del Valle,Otros,10,-35.8994407,-60.7304582
6854020,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,7,-35.8994407,-60.7304582
6854030,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Ernestina,ADSL,75,-35.2705077,-59.5574743
6854030,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Ernestina,SATELITAL,5,-35.2705077,-59.5574743
6854040,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Gobernador Ugarte,SATELITAL,2,-35.1639362,-60.0786924
6854040,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,181,-35.1639362,-60.0786924
6854050,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Lucas Monteverde,SATELITAL,2,-35.4845683,-59.9843823
6854060,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,782,-35.2733308,-59.7755468
6854060,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,950,-35.2733308,-59.7755468
6854060,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,Otros,20,-35.2733308,-59.7755468
6854060,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,SATELITAL,9,-35.2733308,-59.7755468
6854060,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,128,-35.2733308,-59.7755468
6854070,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Pedernales,ADSL,372,-35.2667367,-59.6313119
6854070,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,240,-35.2667367,-59.6313119
6854070,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Pedernales,SATELITAL,6,-35.2667367,-59.6313119
6854070,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,7,-35.2667367,-59.6313119
6854080,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,San Enrique,SATELITAL,5,-35.7702188,-60.3502141
6854090,PBA,INTERIOR PBA,BUENOS AIRES,25 de Mayo,Valdes,SATELITAL,4,-35.6480745,-60.4656515
6588030,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,12 de Octubre,SATELITAL,1,-38.7388808,-62.21265
6588030,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,19,-38.7388808,-62.21265
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,ADSL,3158,-35.4439161,-60.8845839
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,3408,-35.4439161,-60.8845839
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,80,-35.4439161,-60.8845839
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,8778,-35.4439161,-60.8845839
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,SATELITAL,55,-35.4439161,-60.8845839
6588100,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,831,-35.4439161,-60.8845839
6588010,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,450,-35.29292,-61.40672
6588010,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,60,-35.29292,-61.40672
6588010,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),SATELITAL,6,-35.29292,-61.40672
6588020,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Carlos Maria Naon,FIBRA OPTICA,62,-35.2371306,-60.8232586
6588020,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Carlos Maria Naon,SATELITAL,4,-35.2371306,-60.8232586
6588040,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Dudignac,SATELITAL,6,-35.6500558,-60.7094557
6588040,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,474,-35.6500558,-60.7094557
6588050,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,La Aurora  (Est. La Nina),SATELITAL,5,-35.4063182,-61.2097992
6588060,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,193,-35.5184367,-60.9993722
6588060,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,1,-35.5184367,-60.9993722
6588060,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),SATELITAL,6,-35.5184367,-60.9993722
6588070,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Marcelino Ugarte  (Est. Dennehy),SATELITAL,4,-35.171436,-60.084064
6588080,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Morea,SATELITAL,1,-35.5534563,-60.5624755
6588080,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Morea,WIRELESS,130,-35.5534563,-60.5624755
6588090,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Norumbega,SATELITAL,5,-35.5350969,-60.7931165
6588110,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Patricios,ADSL,90,-35.4411137,-60.7165947
6588110,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Patricios,FIBRA OPTICA,2,-35.4411137,-60.7165947
6588110,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Patricios,SATELITAL,3,-35.4411137,-60.7165947
6588110,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Patricios,WIRELESS,50,-35.4411137,-60.7165947
6588120,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,210,-35.4941172,-60.8737487
6588120,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),SATELITAL,6,-35.4941172,-60.8737487
6588120,PBA,INTERIOR PBA,BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,42,-35.4941172,-60.8737487
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,ADSL,738,-37.1799683,-62.7494197
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,DIAL UP,1,-37.1799683,-62.7494197
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,FIBRA OPTICA,1417,-37.1799683,-62.7494197
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,Otros,1,-37.1799683,-62.7494197
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,SATELITAL,11,-37.1799683,-62.7494197
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Carhue,WIRELESS,1073,-37.1799683,-62.7494197
6007020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcangel,FIBRA OPTICA,208,-37.45,-63.116667
6007020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcangel,SATELITAL,4,-37.45,-63.116667
6007030,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Delfin Huergo,SATELITAL,3,-37.3200392,-63.233764
6007050,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Esteban Agustin Gascon,FIBRA OPTICA,60,-37.4553229,-63.2552214
6007050,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Esteban Agustin Gascon,SATELITAL,1,-37.4553229,-63.2552214
6007060,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,La Pala,SATELITAL,1,-36.6638823,-63.3663665
6007070,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,390,-34.6377587,-58.4133678
6007070,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,11,-34.6377587,-58.4133678
6007070,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,14,-34.6377587,-58.4133678
6007080,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,1310,-37.1605304,-63.2417835
6007080,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Rivera,SATELITAL,5,-37.1605304,-63.2417835
6007010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Thames,SATELITAL,1,-36.9259243,-63.2954543
6007110,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Alsina,Yutuyaco,SATELITAL,4,-36.9879035,-63.1332365
6014010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,373,-38.03129,-60.100028
6014010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,2,-38.03129,-60.100028
6014010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,943,-38.03129,-60.100028
6014010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),SATELITAL,18,-38.03129,-60.100028
6014010,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,690,-38.03129,-60.100028
6014020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,655,-37.9665631,-60.4168567
6014020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,Otros,6,-37.9665631,-60.4168567
6014020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,SATELITAL,6,-37.9665631,-60.4168567
6014020,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,57,-37.9665631,-60.4168567
6014030,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,SATELITAL,3,-37.8218779,-60.4799946
6014030,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,46,-37.8218779,-60.4799946
6014040,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Vasquez,SATELITAL,1,-38.176582,-60.1697845
6014040,PBA,INTERIOR PBA,BUENOS AIRES,Adolfo Gonzales Chaves,Vasquez,WIRELESS,14,-38.176582,-60.1697845
6021010,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Alberti   (Est. Andres Vaccarezza),ADSL,220,-34.87102911,-58.67253445
6021010,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Alberti   (Est. Andres Vaccarezza),DIAL UP,5,-34.87102911,-58.67253445
6021010,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Alberti   (Est. Andres Vaccarezza),FIBRA OPTICA,1,-34.87102911,-58.67253445
6021010,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Alberti   (Est. Andres Vaccarezza),SATELITAL,11,-34.87102911,-58.67253445
6021010,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Alberti   (Est. Andres Vaccarezza),WIRELESS,2,-34.87102911,-58.67253445
6021020,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Coronel Segui,SATELITAL,2,-34.8674333,-60.3921732
6021020,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Coronel Segui,WIRELESS,5,-34.8674333,-60.3921732
6021030,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Mechita,ADSL,285,-35.0716192,-60.4094541
6021030,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Mechita,SATELITAL,4,-35.0716192,-60.4094541
6021050,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Villa Grisolia  (Est. Achupallas),SATELITAL,4,-35.1093602,-60.0702574
6021060,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Villa Maria,SATELITAL,1,-34.8870916,-60.3436374
6021070,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),SATELITAL,2,-34.8446,-60.30515
6021070,PBA,INTERIOR PBA,BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,24,-34.8446,-60.30515
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,ADSL,17,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,CABLEMODEM,9096,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,DIAL UP,49,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,FIBRA OPTICA,13676,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,Otros,1,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,SATELITAL,11,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Adrogue,WIRELESS,26,-34.7973853,-58.3885508
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,ADSL,29,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,15933,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,35,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,14112,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,35,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,278,-34.8258956,-58.3950536
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,ADSL,3,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,7473,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,3,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,5180,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,SATELITAL,1,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,2,-34.8042867,-58.3440907
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,5375,-34.8101423,-58.2394594
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Don Orione,SATELITAL,8,-34.8101423,-58.2394594
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,1,-34.8101423,-58.2394594
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,8725,-34.888445,-58.3845646
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Glew,DIAL UP,9,-34.888445,-58.3845646
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,13455,-34.888445,-58.3845646
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Glew,SATELITAL,6,-34.888445,-58.3845646
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Glew,WIRELESS,54,-34.888445,-58.3845646
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Jose Marmol,CABLEMODEM,7210,-34.7866092,-58.369579
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Jose Marmol,DIAL UP,1,-34.7866092,-58.369579
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Jose Marmol,FIBRA OPTICA,1877,-34.7866092,-58.369579
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Jose Marmol,WIRELESS,1,-34.7866092,-58.369579
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,ADSL,15,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,8847,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,20,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,9542,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,SATELITAL,15,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,1,-34.85803,-58.3881462
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,ADSL,1,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,4486,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,2,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,1919,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SATELITAL,5,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,1,-34.8187342,-58.4240051
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,2,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,3514,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,3,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,4984,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SATELITAL,10,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,1,-34.840797,-58.3640255
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,7,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,10697,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,14,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,11249,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,SATELITAL,1,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,340,-34.7916002,-58.3507175
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,2,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,4176,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,4,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,5985,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,SATELITAL,1,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,2,-34.7779347,-58.3078958
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,ADSL,1,-34.6223517,-58.3852048
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,8522,-34.6223517,-58.3852048
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,1,-34.6223517,-58.3852048
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,1807,-34.6223517,-58.3852048
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,8,-34.6223517,-58.3852048
6028010,PBA,GBA SUR,BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,1,-34.6223517,-58.3852048
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,ADSL,634,-34.0674983,-60.108738
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,1275,-34.0674983,-60.108738
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,12,-34.0674983,-60.108738
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,7422,-34.0674983,-60.108738
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,38,-34.0674983,-60.108738
6077010,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,1210,-34.0674983,-60.108738
6077020,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,353,-34.0311992,-60.1545554
6077030,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Vina,ADSL,50,-34.5584647,-58.4492226
6077030,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Vina,SATELITAL,1,-34.5584647,-58.4492226
6077030,PBA,INTERIOR PBA,BUENOS AIRES,Arrecifes,Vina,WIRELESS,25,-34.5584647,-58.4492226
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Area Reserva Cinturon Ecologico,SATELITAL,19,-34.686923,-58.318229
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,ADSL,141,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,8297,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,42,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,8920,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,Otros,4,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,32,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,71,-34.6648394,-58.3628061
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Crucesita,ADSL,1,-34.6681825,-58.3613141
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,4668,-34.6681825,-58.3613141
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,3269,-34.6681825,-58.3613141
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Crucesita,SATELITAL,9,-34.6681825,-58.3613141
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Dock Sud,ADSL,11,-34.6522029,-58.3470596
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,595,-34.6522029,-58.3470596
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,1904,-34.6522029,-58.3470596
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Dock Sud,SATELITAL,36,-34.6522029,-58.3470596
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,26,-34.6522029,-58.3470596
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Gerli,ADSL,3,-34.685666,-58.3826877
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,5414,-34.685666,-58.3826877
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,5070,-34.685666,-58.3826877
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Gerli,SATELITAL,7,-34.685666,-58.3826877
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Pineyro,ADSL,9,-34.6697461,-58.3883434
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,5359,-34.6697461,-58.3883434
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Pineyro,DIAL UP,1,-34.6697461,-58.3883434
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,2855,-34.6697461,-58.3883434
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Pineyro,SATELITAL,10,-34.6697461,-58.3883434
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,ADSL,74,-34.680758,-58.3463289
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,CABLEMODEM,8919,-34.680758,-58.3463289
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,DIAL UP,56,-34.680758,-58.3463289
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,FIBRA OPTICA,15794,-34.680758,-58.3463289
6035010,PBA,GBA SUR,BUENOS AIRES,Avellaneda,Sarandi,SATELITAL,30,-34.680758,-58.3463289
