LinkIndec,Region Macro,Region Micro,Provincia,Partido,Localidad,Conectividad,Accesos (Conec),Latitud,Longitud
82063180,CENTRO,,SANTA FE,La Capital,Santo Tome,FIBRA OPTICA,1791,-31.6630458,-60.7618282
82063180,CENTRO,,SANTA FE,La Capital,Santo Tome,Otros,4,-31.6630458,-60.7618282
82063180,CENTRO,,SANTA FE,La Capital,Santo Tome,SATELITAL,47,-31.6630458,-60.7618282
82063180,CENTRO,,SANTA FE,La Capital,Santo Tome,WIRELESS,701,-31.6630458,-60.7618282
82063190,CENTRO,,SANTA FE,La Capital,Sauce Viejo,ADSL,460,-31.7710276,-60.8372302
82063190,CENTRO,,SANTA FE,La Capital,Sauce Viejo,FIBRA OPTICA,321,-31.7710276,-60.8372302
82063190,CENTRO,,SANTA FE,La Capital,Sauce Viejo,SATELITAL,30,-31.7710276,-60.8372302
82063190,CENTRO,,SANTA FE,La Capital,Sauce Viejo,WIRELESS,64,-31.7710276,-60.8372302
82063070,CENTRO,,SANTA FE,La Capital,Villa Adelina,SATELITAL,21,-34.5318188,-58.5446443
82063200,CENTRO,,SANTA FE,La Capital,Villa Laura (Est. Constituyentes),SATELITAL,1,-31.37169,-60.66418
82070010,CENTRO,,SANTA FE,Las Colonias,Cavour,SATELITAL,2,-31.3647064,-61.0165661
82070010,CENTRO,,SANTA FE,Las Colonias,Cavour,WIRELESS,3,-31.3647064,-61.0165661
82070020,CENTRO,,SANTA FE,Las Colonias,Cululu,SATELITAL,1,-31.2054616,-60.9304249
82070020,CENTRO,,SANTA FE,Las Colonias,Cululu,WIRELESS,24,-31.2054616,-60.9304249
82070030,CENTRO,,SANTA FE,Las Colonias,Elisa,FIBRA OPTICA,253,-30.6951147,-61.0491676
82070030,CENTRO,,SANTA FE,Las Colonias,Elisa,SATELITAL,3,-30.6951147,-61.0491676
82070030,CENTRO,,SANTA FE,Las Colonias,Elisa,WIRELESS,2,-30.6951147,-61.0491676
82070040,CENTRO,,SANTA FE,Las Colonias,Empalme San Carlos,WIRELESS,13,-31.5465408,-60.8137337
82070050,CENTRO,,SANTA FE,Las Colonias,Esperanza,ADSL,558,-31.448994,-60.9304048
82070050,CENTRO,,SANTA FE,Las Colonias,Esperanza,CABLEMODEM,7434,-31.448994,-60.9304048
82070050,CENTRO,,SANTA FE,Las Colonias,Esperanza,FIBRA OPTICA,766,-31.448994,-60.9304048
82070050,CENTRO,,SANTA FE,Las Colonias,Esperanza,SATELITAL,39,-31.448994,-60.9304048
82070050,CENTRO,,SANTA FE,Las Colonias,Esperanza,WIRELESS,422,-31.448994,-60.9304048
82070060,CENTRO,,SANTA FE,Las Colonias,Felicia,WIRELESS,425,-31.2444841,-61.2121434
82070070,CENTRO,,SANTA FE,Las Colonias,Franck,ADSL,109,-31.5870324,-60.9383367
82070070,CENTRO,,SANTA FE,Las Colonias,Franck,FIBRA OPTICA,1386,-31.5870324,-60.9383367
82070070,CENTRO,,SANTA FE,Las Colonias,Franck,SATELITAL,13,-31.5870324,-60.9383367
82070070,CENTRO,,SANTA FE,Las Colonias,Franck,WIRELESS,101,-31.5870324,-60.9383367
82070080,CENTRO,,SANTA FE,Las Colonias,Grutly,ADSL,93,-31.2680656,-61.0730322
82070080,CENTRO,,SANTA FE,Las Colonias,Grutly,WIRELESS,21,-31.2680656,-61.0730322
82070090,CENTRO,,SANTA FE,Las Colonias,Hipatia,SATELITAL,1,-31.1260577,-61.0327472
82070090,CENTRO,,SANTA FE,Las Colonias,Hipatia,WIRELESS,53,-31.1260577,-61.0327472
82070100,CENTRO,,SANTA FE,Las Colonias,Humboldt,ADSL,180,-31.4008645,-61.0820117
82070100,CENTRO,,SANTA FE,Las Colonias,Humboldt,FIBRA OPTICA,24,-31.4008645,-61.0820117
82070100,CENTRO,,SANTA FE,Las Colonias,Humboldt,Otros,2,-31.4008645,-61.0820117
82070100,CENTRO,,SANTA FE,Las Colonias,Humboldt,SATELITAL,7,-31.4008645,-61.0820117
82070100,CENTRO,,SANTA FE,Las Colonias,Humboldt,WIRELESS,195,-31.4008645,-61.0820117
82070120,CENTRO,,SANTA FE,Las Colonias,La Pelada,FIBRA OPTICA,109,-30.8663481,-60.9683813
82070120,CENTRO,,SANTA FE,Las Colonias,La Pelada,SATELITAL,5,-30.8663481,-60.9683813
82070120,CENTRO,,SANTA FE,Las Colonias,La Pelada,WIRELESS,96,-30.8663481,-60.9683813
82070130,CENTRO,,SANTA FE,Las Colonias,Las Tunas,ADSL,3,-31.5706464,-60.9959361
82070130,CENTRO,,SANTA FE,Las Colonias,Las Tunas,FIBRA OPTICA,120,-31.5706464,-60.9959361
82070130,CENTRO,,SANTA FE,Las Colonias,Las Tunas,SATELITAL,2,-31.5706464,-60.9959361
82070140,CENTRO,,SANTA FE,Las Colonias,Maria Luisa,SATELITAL,4,-31.010786,-60.9107622
82070140,CENTRO,,SANTA FE,Las Colonias,Maria Luisa,WIRELESS,168,-31.010786,-60.9107622
82070150,CENTRO,,SANTA FE,Las Colonias,Matilde,ADSL,81,-31.792113,-60.9809266
82070150,CENTRO,,SANTA FE,Las Colonias,Matilde,SATELITAL,15,-31.792113,-60.9809266
82070150,CENTRO,,SANTA FE,Las Colonias,Matilde,WIRELESS,68,-31.792113,-60.9809266
82070160,CENTRO,,SANTA FE,Las Colonias,Nuevo Torino,ADSL,78,-31.3459963,-61.2343985
82070160,CENTRO,,SANTA FE,Las Colonias,Nuevo Torino,Otros,72,-31.3459963,-61.2343985
82070160,CENTRO,,SANTA FE,Las Colonias,Nuevo Torino,SATELITAL,2,-31.3459963,-61.2343985
82070160,CENTRO,,SANTA FE,Las Colonias,Nuevo Torino,WIRELESS,5,-31.3459963,-61.2343985
82070170,CENTRO,,SANTA FE,Las Colonias,Pilar,ADSL,112,-31.4400806,-61.2598298
82070170,CENTRO,,SANTA FE,Las Colonias,Pilar,FIBRA OPTICA,10,-31.4400806,-61.2598298
82070170,CENTRO,,SANTA FE,Las Colonias,Pilar,SATELITAL,3,-31.4400806,-61.2598298
82070170,CENTRO,,SANTA FE,Las Colonias,Pilar,WIRELESS,2,-31.4400806,-61.2598298
82070180,CENTRO,,SANTA FE,Las Colonias,Plaza Matilde,SATELITAL,3,-31.7962863,-61.0099715
82070190,CENTRO,,SANTA FE,Las Colonias,Progreso,FIBRA OPTICA,33,-31.1378938,-60.9896847
82070190,CENTRO,,SANTA FE,Las Colonias,Progreso,SATELITAL,6,-31.1378938,-60.9896847
82070190,CENTRO,,SANTA FE,Las Colonias,Progreso,WIRELESS,582,-31.1378938,-60.9896847
82070200,CENTRO,,SANTA FE,Las Colonias,Providencia,SATELITAL,2,-30.9830804,-61.0209889
82070200,CENTRO,,SANTA FE,Las Colonias,Providencia,WIRELESS,133,-30.9830804,-61.0209889
82070210,CENTRO,,SANTA FE,Las Colonias,Sa Pereyra,ADSL,54,-31.4242104,-61.42407
82070210,CENTRO,,SANTA FE,Las Colonias,Sa Pereyra,SATELITAL,8,-31.4242104,-61.42407
82070210,CENTRO,,SANTA FE,Las Colonias,Sa Pereyra,WIRELESS,3,-31.4242104,-61.42407
82070220,CENTRO,,SANTA FE,Las Colonias,San Agustin,SATELITAL,8,-31.6822655,-60.9406392
82070220,CENTRO,,SANTA FE,Las Colonias,San Agustin,WIRELESS,83,-31.6822655,-60.9406392
82070230,CENTRO,,SANTA FE,Las Colonias,San Carlos Centro,ADSL,228,-31.7265884,-61.090777
82070230,CENTRO,,SANTA FE,Las Colonias,San Carlos Centro,CABLEMODEM,3839,-31.7265884,-61.090777
82070230,CENTRO,,SANTA FE,Las Colonias,San Carlos Centro,FIBRA OPTICA,10,-31.7265884,-61.090777
82070230,CENTRO,,SANTA FE,Las Colonias,San Carlos Centro,SATELITAL,6,-31.7265884,-61.090777
82070230,CENTRO,,SANTA FE,Las Colonias,San Carlos Centro,WIRELESS,28,-31.7265884,-61.090777
82070240,CENTRO,,SANTA FE,Las Colonias,San Carlos Norte,CABLEMODEM,266,-31.6734613,-61.0747934
82070240,CENTRO,,SANTA FE,Las Colonias,San Carlos Norte,FIBRA OPTICA,1,-31.6734613,-61.0747934
82070240,CENTRO,,SANTA FE,Las Colonias,San Carlos Norte,SATELITAL,3,-31.6734613,-61.0747934
82070240,CENTRO,,SANTA FE,Las Colonias,San Carlos Norte,WIRELESS,138,-31.6734613,-61.0747934
82070250,CENTRO,,SANTA FE,Las Colonias,San Carlos Sud,ADSL,30,-31.7609584,-61.1006758
82070250,CENTRO,,SANTA FE,Las Colonias,San Carlos Sud,CABLEMODEM,629,-31.7609584,-61.1006758
82070250,CENTRO,,SANTA FE,Las Colonias,San Carlos Sud,FIBRA OPTICA,2,-31.7609584,-61.1006758
82070250,CENTRO,,SANTA FE,Las Colonias,San Carlos Sud,SATELITAL,4,-31.7609584,-61.1006758
82070250,CENTRO,,SANTA FE,Las Colonias,San Carlos Sud,WIRELESS,1,-31.7609584,-61.1006758
82070260,CENTRO,,SANTA FE,Las Colonias,San Jeronimo del Sauce,FIBRA OPTICA,98,-31.6090552,-61.1414039
82070260,CENTRO,,SANTA FE,Las Colonias,San Jeronimo del Sauce,SATELITAL,1,-31.6090552,-61.1414039
82070260,CENTRO,,SANTA FE,Las Colonias,San Jeronimo del Sauce,WIRELESS,0,-31.6090552,-61.1414039
82070270,CENTRO,,SANTA FE,Las Colonias,San Jeronimo Norte,ADSL,105,-31.5525222,-61.0777138
82070270,CENTRO,,SANTA FE,Las Colonias,San Jeronimo Norte,FIBRA OPTICA,1646,-31.5525222,-61.0777138
82070270,CENTRO,,SANTA FE,Las Colonias,San Jeronimo Norte,SATELITAL,1,-31.5525222,-61.0777138
82070270,CENTRO,,SANTA FE,Las Colonias,San Jeronimo Norte,WIRELESS,261,-31.5525222,-61.0777138
82070280,CENTRO,,SANTA FE,Las Colonias,San Mariano,SATELITAL,3,-31.6692408,-61.3480939
82070290,CENTRO,,SANTA FE,Las Colonias,Santa Clara de Buena Vista,CABLEMODEM,758,-31.7623445,-61.315749
82070290,CENTRO,,SANTA FE,Las Colonias,Santa Clara de Buena Vista,SATELITAL,3,-31.7623445,-61.315749
82070300,CENTRO,,SANTA FE,Las Colonias,Santo Domingo,SATELITAL,4,-31.1203629,-60.8881871
82070300,CENTRO,,SANTA FE,Las Colonias,Santo Domingo,WIRELESS,274,-31.1203629,-60.8881871
82070310,CENTRO,,SANTA FE,Las Colonias,Sarmiento,ADSL,135,-31.0588187,-61.1671724
82070310,CENTRO,,SANTA FE,Las Colonias,SARMIENTO,Otros,130,-31.0588187,-61.1671724
82070310,CENTRO,,SANTA FE,Las Colonias,Sarmiento,SATELITAL,6,-31.0588187,-61.1671724
82070310,CENTRO,,SANTA FE,Las Colonias,Sarmiento,WIRELESS,153,-31.0588187,-61.1671724
82084010,CENTRO,,SANTA FE,Rosario,Acebal,ADSL,3,-33.2417179,-60.8365105
82084010,CENTRO,,SANTA FE,Rosario,Acebal,CABLEMODEM,989,-33.2417179,-60.8365105
82084010,CENTRO,,SANTA FE,Rosario,Acebal,FIBRA OPTICA,720,-33.2417179,-60.8365105
82084010,CENTRO,,SANTA FE,Rosario,Acebal,SATELITAL,2,-33.2417179,-60.8365105
82084010,CENTRO,,SANTA FE,Rosario,Acebal,WIRELESS,140,-33.2417179,-60.8365105
82084020,CENTRO,,SANTA FE,Rosario,Albarellos,WIRELESS,20,-33.2405944,-60.6364048
82084030,CENTRO,,SANTA FE,Rosario,Alvarez,CABLEMODEM,1393,-33.1305513,-60.8021185
82084030,CENTRO,,SANTA FE,Rosario,Alvarez,FIBRA OPTICA,2,-33.1305513,-60.8021185
82084030,CENTRO,,SANTA FE,Rosario,Alvarez,Otros,134,-33.1305513,-60.8021185
82084030,CENTRO,,SANTA FE,Rosario,Alvarez,SATELITAL,2,-33.1305513,-60.8021185
82084040,CENTRO,,SANTA FE,Rosario,Alvear,ADSL,600,-33.057523,-60.6196127
82084040,CENTRO,,SANTA FE,Rosario,Alvear,CABLEMODEM,3290,-33.057523,-60.6196127
82084040,CENTRO,,SANTA FE,Rosario,Alvear,FIBRA OPTICA,3022,-33.057523,-60.6196127
82084040,CENTRO,,SANTA FE,Rosario,Alvear,SATELITAL,12,-33.057523,-60.6196127
82084040,CENTRO,,SANTA FE,Rosario,Alvear,WIRELESS,12,-33.057523,-60.6196127
82084050,CENTRO,,SANTA FE,Rosario,Arbilla,SATELITAL,7,-33.091519,-60.6967745
82084060,CENTRO,,SANTA FE,Rosario,Arminda,CABLEMODEM,86,-33.2637518,-60.96695
82084060,CENTRO,,SANTA FE,Rosario,Arminda,Otros,40,-33.2637518,-60.96695
82084070,CENTRO,,SANTA FE,Rosario,Arroyo Seco,ADSL,216,-33.154614,-60.5082223
82084070,CENTRO,,SANTA FE,Rosario,Arroyo Seco,CABLEMODEM,3925,-33.154614,-60.5082223
82084070,CENTRO,,SANTA FE,Rosario,Arroyo Seco,FIBRA OPTICA,1579,-33.154614,-60.5082223
82084070,CENTRO,,SANTA FE,Rosario,Arroyo Seco,SATELITAL,34,-33.154614,-60.5082223
82084070,CENTRO,,SANTA FE,Rosario,Arroyo Seco,WIRELESS,13,-33.154614,-60.5082223
82084080,CENTRO,,SANTA FE,Rosario,Carmen del Sauce,FIBRA OPTICA,207,-33.235991,-60.811795
82084080,CENTRO,,SANTA FE,Rosario,Carmen del Sauce,WIRELESS,22,-33.235991,-60.811795
82084090,CENTRO,,SANTA FE,Rosario,Coronel Bogado,ADSL,415,-33.3156267,-60.6028608
82084090,CENTRO,,SANTA FE,Rosario,Coronel Bogado,FIBRA OPTICA,178,-33.3156267,-60.6028608
82084090,CENTRO,,SANTA FE,Rosario,Coronel Bogado,SATELITAL,1,-33.3156267,-60.6028608
82084100,CENTRO,,SANTA FE,Rosario,Coronel Rodolfo S. Dominguez,CABLEMODEM,318,-33.1836748,-60.7221056
82084100,CENTRO,,SANTA FE,Rosario,Coronel Rodolfo S. Dominguez,SATELITAL,2,-33.1836748,-60.7221056
82084110,CENTRO,,SANTA FE,Rosario,Cuatro Esquinas,FIBRA OPTICA,61,-33.2454096,-60.7636241
82084120,CENTRO,,SANTA FE,Rosario,El Caramelo,ADSL,71,-33.1477526,-60.7157661
82084120,CENTRO,,SANTA FE,Rosario,El Caramelo,FIBRA OPTICA,609,-33.1477526,-60.7157661
82084120,CENTRO,,SANTA FE,Rosario,El Caramelo,SATELITAL,2,-33.1477526,-60.7157661
82084130,CENTRO,,SANTA FE,Rosario,Fighiera,ADSL,117,-33.1937547,-60.469476
82084130,CENTRO,,SANTA FE,Rosario,Fighiera,SATELITAL,18,-33.1937547,-60.469476
82084130,CENTRO,,SANTA FE,Rosario,Fighiera,WIRELESS,258,-33.1937547,-60.469476
82084140,CENTRO,,SANTA FE,Rosario,Funes,ADSL,1387,-32.9168704,-60.8105603
82084140,CENTRO,,SANTA FE,Rosario,Funes,CABLEMODEM,6170,-32.9168704,-60.8105603
82084140,CENTRO,,SANTA FE,Rosario,Funes,DIAL UP,1,-32.9168704,-60.8105603
82084140,CENTRO,,SANTA FE,Rosario,Funes,FIBRA OPTICA,8133,-32.9168704,-60.8105603
82084140,CENTRO,,SANTA FE,Rosario,Funes,SATELITAL,279,-32.9168704,-60.8105603
82084140,CENTRO,,SANTA FE,Rosario,Funes,WIRELESS,162,-32.9168704,-60.8105603
82084150,CENTRO,,SANTA FE,Rosario,General Lagos,ADSL,400,-33.1104302,-60.5637198
82084150,CENTRO,,SANTA FE,Rosario,General Lagos,FIBRA OPTICA,1,-33.1104302,-60.5637198
82084150,CENTRO,,SANTA FE,Rosario,General Lagos,Otros,1,-33.1104302,-60.5637198
82084150,CENTRO,,SANTA FE,Rosario,General Lagos,SATELITAL,23,-33.1104302,-60.5637198
82084150,CENTRO,,SANTA FE,Rosario,General Lagos,WIRELESS,143,-33.1104302,-60.5637198
82084160,CENTRO,,SANTA FE,Rosario,Granadero Baigorria,CABLEMODEM,2868,-32.8547765,-60.7074143
82084160,CENTRO,,SANTA FE,Rosario,Granadero Baigorria,FIBRA OPTICA,1736,-32.8547765,-60.7074143
82084160,CENTRO,,SANTA FE,Rosario,Granadero Baigorria,SATELITAL,68,-32.8547765,-60.7074143
82084160,CENTRO,,SANTA FE,Rosario,Granadero Baigorria,WIRELESS,676,-32.8547765,-60.7074143
82084170,CENTRO,,SANTA FE,Rosario,Ibarlucea,CABLEMODEM,785,-32.8523641,-60.7893617
82084170,CENTRO,,SANTA FE,Rosario,Ibarlucea,FIBRA OPTICA,982,-32.8523641,-60.7893617
82084170,CENTRO,,SANTA FE,Rosario,Ibarlucea,SATELITAL,34,-32.8523641,-60.7893617
82084170,CENTRO,,SANTA FE,Rosario,Ibarlucea,WIRELESS,406,-32.8523641,-60.7893617
82084180,CENTRO,,SANTA FE,Rosario,Kilometro 101,SATELITAL,8,-33.0604624,-60.6841744
82084190,CENTRO,,SANTA FE,Rosario,Los Muchachos - La Alborada,SATELITAL,2,-33.0877031,-60.733027
82084200,CENTRO,,SANTA FE,Rosario,Monte Flores,SATELITAL,4,-33.0770237,-60.6353688
82084210,CENTRO,,SANTA FE,Rosario,Perez,ADSL,263,-32.9982237,-60.7708529
82084210,CENTRO,,SANTA FE,Rosario,Perez,FIBRA OPTICA,116,-32.9982237,-60.7708529
82084210,CENTRO,,SANTA FE,Rosario,Perez,SATELITAL,36,-32.9982237,-60.7708529
82084210,CENTRO,,SANTA FE,Rosario,Perez,WIRELESS,5,-32.9982237,-60.7708529
82084220,CENTRO,,SANTA FE,Rosario,Pinero (Est. Erasto),CABLEMODEM,181,-33.109713,-60.8048
82084220,CENTRO,,SANTA FE,Rosario,Pinero (Est. Erasto),Otros,55,-33.109713,-60.8048
82084220,CENTRO,,SANTA FE,Rosario,Pinero (Est. Erasto),SATELITAL,2,-33.109713,-60.8048
82084230,CENTRO,,SANTA FE,Rosario,Pueblo Esther,ADSL,1188,-33.0788574,-60.5640762
82084230,CENTRO,,SANTA FE,Rosario,Pueblo Esther,FIBRA OPTICA,3093,-33.0788574,-60.5640762
82084230,CENTRO,,SANTA FE,Rosario,Pueblo Esther,SATELITAL,44,-33.0788574,-60.5640762
82084240,CENTRO,,SANTA FE,Rosario,Pueblo Munoz (Est. Bernard),CABLEMODEM,118,-33.17337,-60.89735
82084240,CENTRO,,SANTA FE,Rosario,Pueblo Munoz (Est. Bernard),Otros,54,-33.17337,-60.89735
82084250,CENTRO,,SANTA FE,Rosario,Pueblo Uranga,ADSL,7,-33.2637886,-60.7059966
82084250,CENTRO,,SANTA FE,Rosario,Pueblo Uranga,FIBRA OPTICA,203,-33.2637886,-60.7059966
82084250,CENTRO,,SANTA FE,Rosario,Pueblo Uranga,SATELITAL,1,-33.2637886,-60.7059966
82084250,CENTRO,,SANTA FE,Rosario,Pueblo Uranga,WIRELESS,52,-33.2637886,-60.7059966
82084260,CENTRO,,SANTA FE,Rosario,Puerto Arroyo Seco,Otros,25,-33.1303503,-60.5064243
82084260,CENTRO,,SANTA FE,Rosario,Puerto Arroyo Seco,SATELITAL,10,-33.1303503,-60.5064243
82084270,CENTRO,,SANTA FE,Rosario,Rosario,ADSL,3654,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,CABLEMODEM,104046,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,DIAL UP,70,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,FIBRA OPTICA,221919,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,Otros,2,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,SATELITAL,172,-32.9593609,-60.6617024
82084270,CENTRO,,SANTA FE,Rosario,Rosario,WIRELESS,5229,-32.9593609,-60.6617024
82084280,CENTRO,,SANTA FE,Rosario,Soldini,ADSL,40,-33.0242175,-60.7553007
82084280,CENTRO,,SANTA FE,Rosario,Soldini,CABLEMODEM,780,-33.0242175,-60.7553007
82084280,CENTRO,,SANTA FE,Rosario,Soldini,Otros,86,-33.0242175,-60.7553007
82084280,CENTRO,,SANTA FE,Rosario,Soldini,SATELITAL,7,-33.0242175,-60.7553007
82084290,CENTRO,,SANTA FE,Rosario,Villa Amelia,ADSL,172,-33.1759838,-60.6641381
82084290,CENTRO,,SANTA FE,Rosario,Villa Amelia,CABLEMODEM,109,-33.1759838,-60.6641381
82084290,CENTRO,,SANTA FE,Rosario,Villa Amelia,SATELITAL,1,-33.1759838,-60.6641381
82084290,CENTRO,,SANTA FE,Rosario,Villa Amelia,WIRELESS,2,-33.1759838,-60.6641381
82084300,CENTRO,,SANTA FE,Rosario,Villa del Plata,FIBRA OPTICA,290,-33.1283544,-60.7144389
82084300,CENTRO,,SANTA FE,Rosario,Villa del Plata,Otros,101,-33.1283544,-60.7144389
82084300,CENTRO,,SANTA FE,Rosario,Villa del Plata,SATELITAL,4,-33.1283544,-60.7144389
82084310,CENTRO,,SANTA FE,Rosario,Villa Gobernador Galvez,ADSL,6296,-33.0250796,-60.633744
82084310,CENTRO,,SANTA FE,Rosario,Villa Gobernador Galvez,CABLEMODEM,17,-33.0250796,-60.633744
82084310,CENTRO,,SANTA FE,Rosario,Villa Gobernador Galvez,FIBRA OPTICA,3990,-33.0250796,-60.633744
82084310,CENTRO,,SANTA FE,Rosario,Villa Gobernador Galvez,SATELITAL,64,-33.0250796,-60.633744
82084310,CENTRO,,SANTA FE,Rosario,Villa Gobernador Galvez,WIRELESS,33,-33.0250796,-60.633744
82084320,CENTRO,,SANTA FE,Rosario,Zavalla,ADSL,80,-33.0185383,-60.8788584
82084320,CENTRO,,SANTA FE,Rosario,Zavalla,CABLEMODEM,1,-33.0185383,-60.8788584
82084320,CENTRO,,SANTA FE,Rosario,Zavalla,SATELITAL,4,-33.0185383,-60.8788584
82091010,CENTRO,,SANTA FE,San Cristóbal,Aguara Grande,SATELITAL,7,-30.1156105,-60.893423
82091010,CENTRO,,SANTA FE,San Cristóbal,Aguara Grande,WIRELESS,2,-30.1156105,-60.893423
82091020,CENTRO,,SANTA FE,San Cristóbal,Ambrosetti,SATELITAL,2,-30.0148049,-61.5743553
82091020,CENTRO,,SANTA FE,San Cristóbal,Ambrosetti,WIRELESS,84,-30.0148049,-61.5743553
82091030,CENTRO,,SANTA FE,San Cristóbal,Arrufo,ADSL,133,-30.2323764,-61.7280506
82091030,CENTRO,,SANTA FE,San Cristóbal,Arrufo,CABLEMODEM,166,-30.2323764,-61.7280506
82091030,CENTRO,,SANTA FE,San Cristóbal,Arrufo,FIBRA OPTICA,150,-30.2323764,-61.7280506
82091030,CENTRO,,SANTA FE,San Cristóbal,Arrufo,SATELITAL,1,-30.2323764,-61.7280506
82091040,CENTRO,,SANTA FE,San Cristóbal,Balneario La Verde,SATELITAL,2,-29.9811185,-61.2419681
82091050,CENTRO,,SANTA FE,San Cristóbal,Capivara,SATELITAL,1,-30.4605975,-61.2711288
82091060,CENTRO,,SANTA FE,San Cristóbal,Ceres,ADSL,575,-29.8819399,-61.9451954
82091060,CENTRO,,SANTA FE,San Cristóbal,Ceres,CABLEMODEM,1939,-29.8819399,-61.9451954
82091060,CENTRO,,SANTA FE,San Cristóbal,Ceres,FIBRA OPTICA,617,-29.8819399,-61.9451954
82091060,CENTRO,,SANTA FE,San Cristóbal,Ceres,SATELITAL,21,-29.8819399,-61.9451954
82091060,CENTRO,,SANTA FE,San Cristóbal,Ceres,WIRELESS,23,-29.8819399,-61.9451954
82091070,CENTRO,,SANTA FE,San Cristóbal,Colonia Ana,SATELITAL,4,-30.1438272,-61.9137507
82091070,CENTRO,,SANTA FE,San Cristóbal,Colonia Ana,WIRELESS,6,-30.1438272,-61.9137507
82091080,CENTRO,,SANTA FE,San Cristóbal,Colonia Bossi,ADSL,56,-30.6681603,-61.7884237
82091080,CENTRO,,SANTA FE,San Cristóbal,Colonia Bossi,FIBRA OPTICA,78,-30.6681603,-61.7884237
82091080,CENTRO,,SANTA FE,San Cristóbal,Colonia Bossi,SATELITAL,2,-30.6681603,-61.7884237
82091080,CENTRO,,SANTA FE,San Cristóbal,Colonia Bossi,WIRELESS,111,-30.6681603,-61.7884237
82091090,CENTRO,,SANTA FE,San Cristóbal,Colonia Rosa,SATELITAL,1,-30.3004324,-61.9839146
82091090,CENTRO,,SANTA FE,San Cristóbal,Colonia Rosa,WIRELESS,12,-30.3004324,-61.9839146
82091100,CENTRO,,SANTA FE,San Cristóbal,Constanza,SATELITAL,5,-30.6633694,-61.3199306
82091110,CENTRO,,SANTA FE,San Cristóbal,Curupaity,SATELITAL,1,-30.3952569,-61.6505065
82091110,CENTRO,,SANTA FE,San Cristóbal,Curupaity,WIRELESS,15,-30.3952569,-61.6505065
82091120,CENTRO,,SANTA FE,San Cristóbal,Hersilia,CABLEMODEM,210,-30.0039552,-61.8391618
82091120,CENTRO,,SANTA FE,San Cristóbal,Hersilia,FIBRA OPTICA,34,-30.0039552,-61.8391618
82091120,CENTRO,,SANTA FE,San Cristóbal,Hersilia,SATELITAL,1,-30.0039552,-61.8391618
82091120,CENTRO,,SANTA FE,San Cristóbal,Hersilia,WIRELESS,370,-30.0039552,-61.8391618
82091130,CENTRO,,SANTA FE,San Cristóbal,Huanqueros,WIRELESS,33,-30.0119642,-61.2185828
82091140,CENTRO,,SANTA FE,San Cristóbal,La Cabral,Otros,1,-30.0869216,-61.1783266
82091140,CENTRO,,SANTA FE,San Cristóbal,La Cabral,SATELITAL,5,-30.0869216,-61.1783266
82091140,CENTRO,,SANTA FE,San Cristóbal,La Cabral,WIRELESS,2,-30.0869216,-61.1783266
82091150,CENTRO,,SANTA FE,San Cristóbal,La Rubia,CABLEMODEM,31,-30.1102045,-61.793687
82091150,CENTRO,,SANTA FE,San Cristóbal,La Rubia,SATELITAL,5,-30.1102045,-61.793687
82091150,CENTRO,,SANTA FE,San Cristóbal,La Rubia,WIRELESS,12,-30.1102045,-61.793687
82091160,CENTRO,,SANTA FE,San Cristóbal,Las Avispas,SATELITAL,1,-29.8959239,-61.2879367
82091170,CENTRO,,SANTA FE,San Cristóbal,Las Palmeras,WIRELESS,95,-30.6290999,-61.6259068
82091180,CENTRO,,SANTA FE,San Cristóbal,Moises Ville,ADSL,70,-30.7155114,-61.469608
82091180,CENTRO,,SANTA FE,San Cristóbal,Moises Ville,CABLEMODEM,352,-30.7155114,-61.469608
82091180,CENTRO,,SANTA FE,San Cristóbal,Moises Ville,FIBRA OPTICA,215,-30.7155114,-61.469608
82091180,CENTRO,,SANTA FE,San Cristóbal,Moises Ville,SATELITAL,1,-30.7155114,-61.469608
82091180,CENTRO,,SANTA FE,San Cristóbal,Moises Ville,WIRELESS,2,-30.7155114,-61.469608
82091190,CENTRO,,SANTA FE,San Cristóbal,Monigotes,FIBRA OPTICA,48,-30.4883586,-61.6340584
82091190,CENTRO,,SANTA FE,San Cristóbal,Monigotes,SATELITAL,2,-30.4883586,-61.6340584
82091190,CENTRO,,SANTA FE,San Cristóbal,Monigotes,WIRELESS,12,-30.4883586,-61.6340584
82091200,CENTRO,,SANTA FE,San Cristóbal,Nanducita,SATELITAL,2,-30.3702825,-61.1339073
82091200,CENTRO,,SANTA FE,San Cristóbal,Nanducita,WIRELESS,37,-30.3702825,-61.1339073
82091210,CENTRO,,SANTA FE,San Cristóbal,Palacios,ADSL,2,-30.7094368,-61.6221167
82091210,CENTRO,,SANTA FE,San Cristóbal,Palacios,FIBRA OPTICA,36,-30.7094368,-61.6221167
82091210,CENTRO,,SANTA FE,San Cristóbal,Palacios,SATELITAL,3,-30.7094368,-61.6221167
82091210,CENTRO,,SANTA FE,San Cristóbal,Palacios,WIRELESS,39,-30.7094368,-61.6221167
